"StichtagDatJahr","StatZoneSort","StatZoneLang","QuarSort","QuarLang","KreisSort","HerkunftSort","HerkunftCd","HerkunftLang","Kon2AggSort_noDM","Kon2AggCd_noDM","Kon2AggLang_noDM","AnzBestWir"
2010,99,"KV-Business School",52,"Escher Wyss",5,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",15
2010,102,"Nordheim",61,"Unterstrass",6,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",119
2010,102,"Nordheim",61,"Unterstrass",6,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",117
2010,102,"Nordheim",61,"Unterstrass",6,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",104
2010,102,"Nordheim",61,"Unterstrass",6,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",10
2010,102,"Nordheim",61,"Unterstrass",6,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",71
2010,102,"Nordheim",61,"Unterstrass",6,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",117
2010,103,"Kiefernweg",61,"Unterstrass",6,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",335
2010,103,"Kiefernweg",61,"Unterstrass",6,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",295
2010,103,"Kiefernweg",61,"Unterstrass",6,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",563
2010,103,"Kiefernweg",61,"Unterstrass",6,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",32
2010,103,"Kiefernweg",61,"Unterstrass",6,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",213
2010,103,"Kiefernweg",61,"Unterstrass",6,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",242
2010,104,"Allenmoos",61,"Unterstrass",6,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",150
2010,104,"Allenmoos",61,"Unterstrass",6,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",129
2010,104,"Allenmoos",61,"Unterstrass",6,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",211
2010,104,"Allenmoos",61,"Unterstrass",6,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",26
2010,104,"Allenmoos",61,"Unterstrass",6,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",117
2010,104,"Allenmoos",61,"Unterstrass",6,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",133
2010,105,"Radio-Studio",61,"Unterstrass",6,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",253
2010,105,"Radio-Studio",61,"Unterstrass",6,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",203
2010,105,"Radio-Studio",61,"Unterstrass",6,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",425
2010,105,"Radio-Studio",61,"Unterstrass",6,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",23
2010,105,"Radio-Studio",61,"Unterstrass",6,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",100
2010,105,"Radio-Studio",61,"Unterstrass",6,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",208
2010,106,"Steinkluppe",61,"Unterstrass",6,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",429
2010,106,"Steinkluppe",61,"Unterstrass",6,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",419
2010,106,"Steinkluppe",61,"Unterstrass",6,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",462
2010,106,"Steinkluppe",61,"Unterstrass",6,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",52
2010,106,"Steinkluppe",61,"Unterstrass",6,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",208
2010,106,"Steinkluppe",61,"Unterstrass",6,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",321
2010,107,"Seminarstrasse",61,"Unterstrass",6,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",458
2010,107,"Seminarstrasse",61,"Unterstrass",6,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",410
2010,107,"Seminarstrasse",61,"Unterstrass",6,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",454
2010,107,"Seminarstrasse",61,"Unterstrass",6,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",21
2010,107,"Seminarstrasse",61,"Unterstrass",6,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",94
2010,107,"Seminarstrasse",61,"Unterstrass",6,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",93
2010,108,"Guggach",61,"Unterstrass",6,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",712
2010,108,"Guggach",61,"Unterstrass",6,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",588
2010,108,"Guggach",61,"Unterstrass",6,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",646
2010,108,"Guggach",61,"Unterstrass",6,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",71
2010,108,"Guggach",61,"Unterstrass",6,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",188
2010,108,"Guggach",61,"Unterstrass",6,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",321
2010,109,"Scheuchzerstrasse",61,"Unterstrass",6,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",777
2010,109,"Scheuchzerstrasse",61,"Unterstrass",6,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",686
2010,109,"Scheuchzerstrasse",61,"Unterstrass",6,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",871
2010,109,"Scheuchzerstrasse",61,"Unterstrass",6,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",73
2010,109,"Scheuchzerstrasse",61,"Unterstrass",6,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",218
2010,109,"Scheuchzerstrasse",61,"Unterstrass",6,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",320
2010,110,"Irchel",61,"Unterstrass",6,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",488
2010,110,"Irchel",61,"Unterstrass",6,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",393
2010,110,"Irchel",61,"Unterstrass",6,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",661
2010,110,"Irchel",61,"Unterstrass",6,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",28
2010,110,"Irchel",61,"Unterstrass",6,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",100
2010,110,"Irchel",61,"Unterstrass",6,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",194
2010,111,"Weinbergstrasse",61,"Unterstrass",6,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",348
2010,111,"Weinbergstrasse",61,"Unterstrass",6,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",251
2010,111,"Weinbergstrasse",61,"Unterstrass",6,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",364
2010,111,"Weinbergstrasse",61,"Unterstrass",6,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",53
2010,111,"Weinbergstrasse",61,"Unterstrass",6,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",135
2010,111,"Weinbergstrasse",61,"Unterstrass",6,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",223
2010,112,"Krone",61,"Unterstrass",6,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",454
2010,112,"Krone",61,"Unterstrass",6,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",415
2010,112,"Krone",61,"Unterstrass",6,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",601
2010,112,"Krone",61,"Unterstrass",6,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",90
2010,112,"Krone",61,"Unterstrass",6,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",200
2010,112,"Krone",61,"Unterstrass",6,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",410
2010,113,"Drahtschmidli",61,"Unterstrass",6,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",325
2010,113,"Drahtschmidli",61,"Unterstrass",6,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",255
2010,113,"Drahtschmidli",61,"Unterstrass",6,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",275
2010,113,"Drahtschmidli",61,"Unterstrass",6,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",35
2010,113,"Drahtschmidli",61,"Unterstrass",6,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",65
2010,113,"Drahtschmidli",61,"Unterstrass",6,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",177
2010,114,"Beckenhof",61,"Unterstrass",6,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",290
2010,114,"Beckenhof",61,"Unterstrass",6,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",317
2010,114,"Beckenhof",61,"Unterstrass",6,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",379
2010,114,"Beckenhof",61,"Unterstrass",6,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",65
2010,114,"Beckenhof",61,"Unterstrass",6,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",183
2010,114,"Beckenhof",61,"Unterstrass",6,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",371
2010,116,"Strickhof",63,"Oberstrass",6,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",129
2010,116,"Strickhof",63,"Oberstrass",6,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",67
2010,116,"Strickhof",63,"Oberstrass",6,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",93
2010,116,"Strickhof",63,"Oberstrass",6,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",19
2010,116,"Strickhof",63,"Oberstrass",6,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",26
2010,116,"Strickhof",63,"Oberstrass",6,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",33
2010,117,"Letzistrasse",63,"Oberstrass",6,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",610
2010,117,"Letzistrasse",63,"Oberstrass",6,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",407
2010,117,"Letzistrasse",63,"Oberstrass",6,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",406
2010,117,"Letzistrasse",63,"Oberstrass",6,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",64
2010,117,"Letzistrasse",63,"Oberstrass",6,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",97
2010,117,"Letzistrasse",63,"Oberstrass",6,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",188
2010,118,"Riedtli",63,"Oberstrass",6,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",410
2010,118,"Riedtli",63,"Oberstrass",6,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",365
2010,118,"Riedtli",63,"Oberstrass",6,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",624
2010,118,"Riedtli",63,"Oberstrass",6,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",52
2010,118,"Riedtli",63,"Oberstrass",6,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",102
2010,118,"Riedtli",63,"Oberstrass",6,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",185
2010,119,"Culmannstrasse",63,"Oberstrass",6,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",547
2010,119,"Culmannstrasse",63,"Oberstrass",6,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",420
2010,119,"Culmannstrasse",63,"Oberstrass",6,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",604
2010,119,"Culmannstrasse",63,"Oberstrass",6,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",102
2010,119,"Culmannstrasse",63,"Oberstrass",6,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",236
2010,119,"Culmannstrasse",63,"Oberstrass",6,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",460
2010,120,"Bolleystrasse",63,"Oberstrass",6,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",333
2010,120,"Bolleystrasse",63,"Oberstrass",6,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",264
2010,120,"Bolleystrasse",63,"Oberstrass",6,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",312
2010,120,"Bolleystrasse",63,"Oberstrass",6,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",68
2010,120,"Bolleystrasse",63,"Oberstrass",6,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",164
2010,120,"Bolleystrasse",63,"Oberstrass",6,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",251
2010,121,"Rigiviertel",63,"Oberstrass",6,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",534
2010,121,"Rigiviertel",63,"Oberstrass",6,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",356
2010,121,"Rigiviertel",63,"Oberstrass",6,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",466
2010,121,"Rigiviertel",63,"Oberstrass",6,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",91
2010,121,"Rigiviertel",63,"Oberstrass",6,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",153
2010,121,"Rigiviertel",63,"Oberstrass",6,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",275
2010,122,"Rigiblick",63,"Oberstrass",6,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",167
2010,122,"Rigiblick",63,"Oberstrass",6,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",120
2010,122,"Rigiblick",63,"Oberstrass",6,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",174
2010,122,"Rigiblick",63,"Oberstrass",6,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",34
2010,122,"Rigiblick",63,"Oberstrass",6,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",63
2010,122,"Rigiblick",63,"Oberstrass",6,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",160
2010,125,"Susenberg",71,"Fluntern",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",436
2010,125,"Susenberg",71,"Fluntern",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",321
2010,125,"Susenberg",71,"Fluntern",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",403
2010,125,"Susenberg",71,"Fluntern",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",69
2010,125,"Susenberg",71,"Fluntern",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",145
2010,125,"Susenberg",71,"Fluntern",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",267
2010,126,"Keltenstrasse",71,"Fluntern",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",267
2010,126,"Keltenstrasse",71,"Fluntern",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",213
2010,126,"Keltenstrasse",71,"Fluntern",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",262
2010,126,"Keltenstrasse",71,"Fluntern",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",42
2010,126,"Keltenstrasse",71,"Fluntern",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",68
2010,126,"Keltenstrasse",71,"Fluntern",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",135
2010,127,"Toblerstrasse",71,"Fluntern",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",465
2010,127,"Toblerstrasse",71,"Fluntern",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",354
2010,127,"Toblerstrasse",71,"Fluntern",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",555
2010,127,"Toblerstrasse",71,"Fluntern",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",84
2010,127,"Toblerstrasse",71,"Fluntern",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",148
2010,127,"Toblerstrasse",71,"Fluntern",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",292
2010,128,"Hochstrasse",71,"Fluntern",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",409
2010,128,"Hochstrasse",71,"Fluntern",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",233
2010,128,"Hochstrasse",71,"Fluntern",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",317
2010,128,"Hochstrasse",71,"Fluntern",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",44
2010,128,"Hochstrasse",71,"Fluntern",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",115
2010,128,"Hochstrasse",71,"Fluntern",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",179
2010,129,"Platte",71,"Fluntern",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",425
2010,129,"Platte",71,"Fluntern",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",249
2010,129,"Platte",71,"Fluntern",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",348
2010,129,"Platte",71,"Fluntern",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",74
2010,129,"Platte",71,"Fluntern",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",146
2010,129,"Platte",71,"Fluntern",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",247
2010,130,"Zoo",71,"Fluntern",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",112
2010,130,"Zoo",71,"Fluntern",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",49
2010,130,"Zoo",71,"Fluntern",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",86
2010,130,"Zoo",71,"Fluntern",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",10
2010,130,"Zoo",71,"Fluntern",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",29
2010,130,"Zoo",71,"Fluntern",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",39
2010,132,"Dolder",72,"Hottingen",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",38
2010,132,"Dolder",72,"Hottingen",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",21
2010,132,"Dolder",72,"Hottingen",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",79
2010,132,"Dolder",72,"Hottingen",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",11
2010,132,"Dolder",72,"Hottingen",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",40
2010,132,"Dolder",72,"Hottingen",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",45
2010,133,"Sonnenberg",72,"Hottingen",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",180
2010,133,"Sonnenberg",72,"Hottingen",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",116
2010,133,"Sonnenberg",72,"Hottingen",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",202
2010,133,"Sonnenberg",72,"Hottingen",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",44
2010,133,"Sonnenberg",72,"Hottingen",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",84
2010,133,"Sonnenberg",72,"Hottingen",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",110
2010,134,"Doldertal",72,"Hottingen",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",253
2010,134,"Doldertal",72,"Hottingen",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",192
2010,134,"Doldertal",72,"Hottingen",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",286
2010,134,"Doldertal",72,"Hottingen",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",43
2010,134,"Doldertal",72,"Hottingen",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",88
2010,134,"Doldertal",72,"Hottingen",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",276
2010,135,"Kantonsschule",72,"Hottingen",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",695
2010,135,"Kantonsschule",72,"Hottingen",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",455
2010,135,"Kantonsschule",72,"Hottingen",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",718
2010,135,"Kantonsschule",72,"Hottingen",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",98
2010,135,"Kantonsschule",72,"Hottingen",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",187
2010,135,"Kantonsschule",72,"Hottingen",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",356
2010,136,"Merkurplatz",72,"Hottingen",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",729
2010,136,"Merkurplatz",72,"Hottingen",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",432
2010,136,"Merkurplatz",72,"Hottingen",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",660
2010,136,"Merkurplatz",72,"Hottingen",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",93
2010,136,"Merkurplatz",72,"Hottingen",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",176
2010,136,"Merkurplatz",72,"Hottingen",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",341
2010,137,"Carmenstrasse",72,"Hottingen",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",347
2010,137,"Carmenstrasse",72,"Hottingen",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",226
2010,137,"Carmenstrasse",72,"Hottingen",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",354
2010,137,"Carmenstrasse",72,"Hottingen",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",54
2010,137,"Carmenstrasse",72,"Hottingen",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",116
2010,137,"Carmenstrasse",72,"Hottingen",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",237
2010,138,"Eidmattstrasse",72,"Hottingen",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",552
2010,138,"Eidmattstrasse",72,"Hottingen",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",410
2010,138,"Eidmattstrasse",72,"Hottingen",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",627
2010,138,"Eidmattstrasse",72,"Hottingen",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",81
2010,138,"Eidmattstrasse",72,"Hottingen",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",169
2010,138,"Eidmattstrasse",72,"Hottingen",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",349
2010,140,"Degenried",73,"Hirslanden",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",415
2010,140,"Degenried",73,"Hirslanden",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",216
2010,140,"Degenried",73,"Hirslanden",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",394
2010,140,"Degenried",73,"Hirslanden",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",66
2010,140,"Degenried",73,"Hirslanden",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",109
2010,140,"Degenried",73,"Hirslanden",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",216
2010,141,"Klus",73,"Hirslanden",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",702
2010,141,"Klus",73,"Hirslanden",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",456
2010,141,"Klus",73,"Hirslanden",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",601
2010,141,"Klus",73,"Hirslanden",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",70
2010,141,"Klus",73,"Hirslanden",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",187
2010,141,"Klus",73,"Hirslanden",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",289
2010,142,"Hegibach",73,"Hirslanden",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",977
2010,142,"Hegibach",73,"Hirslanden",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",668
2010,142,"Hegibach",73,"Hirslanden",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",949
2010,142,"Hegibach",73,"Hirslanden",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",93
2010,142,"Hegibach",73,"Hirslanden",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",245
2010,142,"Hegibach",73,"Hirslanden",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",345
2010,144,"Buchzelgstrasse",74,"Witikon",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",813
2010,144,"Buchzelgstrasse",74,"Witikon",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",591
2010,144,"Buchzelgstrasse",74,"Witikon",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",597
2010,144,"Buchzelgstrasse",74,"Witikon",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",69
2010,144,"Buchzelgstrasse",74,"Witikon",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",180
2010,144,"Buchzelgstrasse",74,"Witikon",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",292
2010,145,"Carl Spitteler-Strasse",74,"Witikon",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",715
2010,145,"Carl Spitteler-Strasse",74,"Witikon",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",390
2010,145,"Carl Spitteler-Strasse",74,"Witikon",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",485
2010,145,"Carl Spitteler-Strasse",74,"Witikon",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",61
2010,145,"Carl Spitteler-Strasse",74,"Witikon",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",98
2010,145,"Carl Spitteler-Strasse",74,"Witikon",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",254
2010,146,"Eierbrecht",74,"Witikon",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",573
2010,146,"Eierbrecht",74,"Witikon",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",325
2010,146,"Eierbrecht",74,"Witikon",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",409
2010,146,"Eierbrecht",74,"Witikon",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",32
2010,146,"Eierbrecht",74,"Witikon",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",97
2010,146,"Eierbrecht",74,"Witikon",7,2,"2","Ausländer*in",3,"3","Andere, ohne, unbekannt",140
2010,147,"Loorenstrasse",74,"Witikon",7,1,"1","Schweizer*in",1,"1","Evangelisch-Reformiert",205
2010,147,"Loorenstrasse",74,"Witikon",7,1,"1","Schweizer*in",2,"2","Römisch-Katholisch",133
2010,147,"Loorenstrasse",74,"Witikon",7,1,"1","Schweizer*in",3,"3","Andere, ohne, unbekannt",142
2010,147,"Loorenstrasse",74,"Witikon",7,2,"2","Ausländer*in",1,"1","Evangelisch-Reformiert",25
2010,147,"Loorenstrasse",74,"Witikon",7,2,"2","Ausländer*in",2,"2","Römisch-Katholisch",51
